OBJECTID,NAME,State,County,GEOid_1,GEOdisplay,HH0V_15,HH0V_14,HH0V_13,HH0V_12,HH0V_11,HH1V_15,HH1V_14,HH1V_13,HH1V_12,HH1V_11,HH2V_15,HH2V_14,HH2V_13,HH2V_12,HH2V_11,HH3V_15,HH3V_14,HH3V_13,HH3V_12,HH3V_11,HH4V_15,HH4V_14,HH4V_13,HH4V_12,HH4V_11,P1HH0V_15,P1HH0V_14,P1HH0V_13,P1HH0V_12,P1HH0V_11,P1HH1V_15,P1HH1V_14,P1HH1V_13,P1HH1V_12,P1HH1V_11,P1HH2V_15,P1HH2V_14,P1HH2V_13,P1HH2V_12,P1HH2V_11,P1HH3V_15,P1HH3V_14,P1HH3V_13,P1HH3V_12,P1HH3V_11,P1HH4V_15,P1HH4V_14,P1HH4V_13,P1HH4V_12,P1HH4V_11,P2HH0V_15,P2HH0V_14,P2HH0V_13,P2HH0V_12,P2HH0V_11,P2HH1V_15,P2HH1V_14,P2HH1V_13,P2HH1V_12,P2HH1V_11,P2HH2V_15,P2HH2V_14,P2HH2V_13,P2HH2V_12,P2HH2V_11,P2HH3V_15,P2HH3V_14,P2HH3V_13,P2HH3V_12,P2HH3V_11,P2HH4V_15,P2HH4V_14,P2HH4V_13,P2HH4V_12,P2HH4V_11,P3HH0V_15,P3HH0V_14,P3HH0V_13,P3HH0V_12,P3HH0V_11,P3HH1V_15,P3HH1V_14,P3HH1V_13,P3HH1V_12,P3HH1V_11,P3HH2V_15,P3HH2V_14,P3HH2V_13,P3HH2V_12,P3HH2V_11,P3HH3V_15,P3HH3V_14,P3HH3V_13,P3HH3V_12,P3HH3V_11,P3HH4V_15,P3HH4V_14,P3HH4V_13,P3HH4V_12,P3HH4V_11,P4HH0V_15,P4HH0V_14,P4HH0V_13,P4HH0V_12,P4HH0V_11,P4HH1V_15,P4HH1V_14,P4HH1V_13,P4HH1V_12,P4HH1V_11,P4HH2V_15,P4HH2V_14,P4HH2V_13,P4HH2V_12,P4HH2V_11,P4HH3V_15,P4HH3V_14,P4HH3V_13,P4HH3V_12,P4HH3V_11,P4HH4V_15,P4HH4V_14,P4HH4V_13,P4HH4V_12,P4HH4V_11,CT
999,9103.01,Virginia,Manassas,1400000US51683910301,"Census Tract 9103.01, Manassas city, Virginia",7.30,7.55,11.00,11.69,11.38,33.22,38.74,42.71,43.51,45.94,40.69,33.60,29.42,27.92,26.31,13.90,14.29,9.52,11.22,9.15,4.89,5.82,7.35,5.67,7.22,11.06,9.09,10.45,10.08,7.84,78.13,81.08,82.05,81.09,86.42,10.81,9.83,7.50,8.82,5.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,3.37,12.11,10.60,14.59,11.75,9.31,14.13,18.07,18.92,61.66,63.17,54.71,51.81,50.00,16.27,17.62,12.33,13.49,7.03,5.61,6.53,6.73,6.02,9.46,7.47,15.18,14.71,23.30,23.21,14.94,36.31,35.42,30.33,32.59,58.12,25.00,28.34,26.81,27.16,16.56,17.26,12.53,14.29,11.36,2.92,6.25,8.99,5.27,5.68,6.98,4.62,0.07,0.00,0.00,31.40,34.51,37.53,39.66,30.03,29.53,27.17,26.03,27.01,30.85,22.09,22.83,14.52,19.83,22.04,10.00,10.87,15.34,13.51,17.08,51683910301
1000,9104.02,Virginia,Manassas,1400000US51683910402,"Census Tract 9104.02, Manassas city, Virginia",4.67,3.82,2.43,2.94,0.94,23.08,22.21,24.56,20.18,19.05,33.79,38.09,38.54,39.72,44.92,24.56,21.85,20.06,23.50,23.93,13.91,14.03,14.41,13.66,11.16,25.00,23.36,14.60,14.64,4.36,52.05,54.38,59.12,53.58,55.76,19.86,19.71,22.99,28.97,39.88,0.00,0.00,0.00,0.00,0.00,3.08,2.55,3.28,2.80,0.00,0.00,0.00,0.00,0.00,0.00,20.93,23.21,21.24,17.41,22.22,45.88,48.52,56.19,62.27,53.06,28.37,18.99,15.49,15.30,20.28,4.83,9.28,7.08,5.01,4.44,1.54,0.00,0.00,0.00,0.00,34.36,27.43,29.80,18.67,6.91,27.18,36.17,30.82,28.67,37.50,32.31,28.40,27.96,35.11,36.97,4.62,8.01,11.43,17.56,18.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.03,39.81,38.69,39.46,48.29,28.96,30.87,28.67,35.65,33.26,36.01,29.32,32.63,24.89,18.45,51683910402
1001,2001.07,Virginia,Alexandria,1400000US51510200107,"Census Tract 2001.07, Alexandria city, Virginia",6.15,7.32,13.70,14.00,12.81,65.38,62.00,49.31,44.79,47.78,27.24,28.03,33.19,37.01,35.12,1.24,2.65,3.14,3.39,3.31,0.00,0.00,0.66,0.80,0.99,10.08,10.25,19.40,21.52,19.01,86.75,85.37,76.42,73.35,76.17,3.18,4.38,4.18,5.13,4.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,3.61,7.22,5.12,6.49,34.45,34.15,16.63,11.07,9.73,62.30,57.72,70.46,79.71,80.00,1.14,4.52,3.28,1.43,0.00,0.00,0.00,2.41,2.66,3.78,0.00,7.27,10.84,12.32,7.36,46.15,31.49,21.29,14.69,13.50,43.36,49.83,57.83,61.14,79.14,10.49,11.42,10.04,11.85,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,70.97,35.65,33.33,39.42,30.00,27.96,59.26,53.33,38.46,30.83,0.00,5.09,13.33,22.12,39.17,0.00,0.00,0.00,0.00,0.00,51510200107
1002,2002.01,Virginia,Alexandria,1400000US51510200201,"Census Tract 2002.01, Alexandria city, Virginia",7.60,8.88,1.58,1.41,1.84,42.69,48.03,27.44,29.15,27.96,39.64,33.95,44.16,47.34,48.69,7.86,7.61,19.40,15.67,16.13,2.21,1.52,7.41,6.43,5.38,15.27,16.45,7.81,7.32,7.95,81.61,80.64,88.28,89.43,88.74,3.12,2.92,3.91,3.25,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,2.03,0.00,0.00,0.00,18.65,20.56,17.53,18.75,11.33,71.43,71.07,60.48,62.81,70.67,5.16,6.35,15.12,12.50,12.33,0.00,0.00,6.87,5.94,5.67,0.00,2.51,0.00,0.00,0.00,21.02,18.81,4.00,4.65,10.45,59.87,56.11,44.00,38.37,32.84,19.11,22.57,43.00,46.51,40.30,0.00,0.00,9.00,10.47,16.42,0.00,0.00,0.00,0.00,0.00,0.00,7.34,5.22,11.01,5.26,38.39,49.54,47.83,58.72,58.65,31.25,21.10,31.30,18.35,30.83,30.36,22.02,15.65,11.93,5.26,51510200201
1003,2003.03,Virginia,Alexandria,1400000US51510200303,"Census Tract 2003.03, Alexandria city, Virginia",18.05,17.95,1.30,0.00,0.00,64.54,63.79,65.84,63.58,69.91,14.42,14.10,31.56,33.24,26.55,2.07,3.36,0.52,2.60,1.77,0.92,0.80,0.78,0.58,1.77,23.14,24.34,2.67,0.00,0.00,75.04,73.83,88.27,84.84,82.58,1.02,1.07,8.00,15.16,17.42,0.80,0.75,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.83,9.35,0.00,0.00,0.00,39.57,39.41,40.37,32.06,56.20,39.57,50.00,59.63,59.33,39.15,3.03,1.25,0.00,8.61,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.34,81.67,88.16,88.52,100.00,12.23,2.22,3.95,4.92,0.00,10.43,16.11,0.00,0.00,0.00,0.00,0.00,7.89,6.56,0.00,0.00,0.00,0.00,0.00,0.00,26.56,28.00,0.00,0.00,0.00,62.24,33.14,100.00,100.00,58.62,0.00,25.71,0.00,0.00,0.00,11.20,13.14,0.00,0.00,41.38,51510200303
1004,2004.07,Virginia,Alexandria,1400000US51510200407,"Census Tract 2004.07, Alexandria city, Virginia",4.70,3.96,12.17,13.55,15.30,49.36,55.53,67.42,66.07,68.31,39.85,33.60,17.53,18.03,15.53,3.04,3.66,2.14,1.58,0.86,3.04,3.25,0.73,0.77,0.00,11.47,10.29,8.95,10.48,15.37,78.23,83.46,80.36,80.36,80.15,10.30,6.25,8.26,6.86,4.48,0.00,0.00,1.25,1.05,0.00,0.00,0.00,1.18,1.25,0.00,0.00,0.00,18.40,17.02,21.65,39.59,46.00,35.99,34.05,32.65,58.62,50.54,45.60,48.93,43.64,1.79,2.51,0.00,0.00,2.06,0.00,0.96,0.00,0.00,0.00,0.00,0.00,20.68,23.40,1.00,0.00,0.00,53.76,60.00,83.00,69.66,61.48,13.53,7.92,10.50,30.34,38.52,12.03,8.68,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,12.79,7.81,15.74,32.30,70.07,58.14,44.53,60.00,45.53,22.63,29.07,47.66,0.00,0.00,0.00,0.00,0.00,24.26,22.18,0.00,0.00,0.00,51510200407
1005,2005,Virginia,Alexandria,1400000US51510200500,"Census Tract 2005, Alexandria city, Virginia",8.10,10.27,9.88,8.16,8.15,63.92,67.04,42.53,45.41,43.91,24.22,19.56,33.86,35.08,34.55,3.22,2.52,9.51,8.38,8.04,0.54,0.62,4.23,2.97,5.34,7.22,7.84,16.93,12.67,14.19,82.97,81.93,71.12,70.63,64.26,7.72,8.06,10.81,15.30,21.56,1.23,1.16,1.14,1.39,0.00,0.87,1.02,0.00,0.00,0.00,6.97,11.74,6.26,5.93,1.82,33.89,37.32,32.02,35.56,39.27,59.13,50.94,56.89,53.33,47.77,0.00,0.00,4.83,5.19,11.13,0.00,0.00,0.00,0.00,0.00,21.22,29.44,8.37,8.82,9.65,24.08,41.59,16.35,23.20,20.46,48.57,9.81,42.21,40.85,46.33,6.12,19.16,30.04,22.22,19.69,0.00,0.00,3.04,4.90,3.86,0.00,2.62,0.03,2.80,3.50,41.71,62.30,22.55,33.61,25.66,36.90,35.08,36.96,38.38,33.82,21.39,0.00,17.93,14.01,11.66,0.00,0.00,19.57,11.20,25.36,51510200500
1006,2007.03,Virginia,Alexandria,1400000US51510200703,"Census Tract 2007.03, Alexandria city, Virginia",6.95,8.09,3.41,3.31,2.54,58.72,56.66,22.85,24.02,28.80,29.90,30.61,56.15,56.42,51.83,4.07,4.31,14.48,12.22,13.79,0.36,0.33,3.10,4.04,3.04,7.58,10.67,7.03,5.23,6.28,87.70,84.40,87.50,84.30,84.29,3.85,3.83,0.00,5.81,4.71,0.87,1.09,5.47,4.65,4.71,0.00,0.00,0.00,0.00,0.00,6.34,6.59,4.98,5.24,4.30,31.16,20.90,17.28,16.78,19.54,53.77,64.03,67.11,73.08,68.54,8.73,8.47,8.64,4.90,7.62,0.00,0.00,1.99,0.00,0.00,5.44,4.81,2.61,3.62,0.00,46.26,50.00,13.04,9.50,26.18,48.30,45.19,56.09,55.66,48.07,0.00,0.00,26.96,29.41,25.75,0.00,0.00,1.30,1.81,0.00,7.52,3.61,0.01,0.00,0.00,18.05,53.01,8.77,6.27,1.15,62.41,32.53,68.83,70.73,70.38,7.52,7.83,14.61,10.80,16.92,4.51,3.01,6.82,12.20,11.54,51510200703
1007,2009,Virginia,Alexandria,1400000US51510200900,"Census Tract 2009, Alexandria city, Virginia",3.42,3.78,2.66,3.34,3.17,27.22,26.26,66.90,67.55,67.90,49.08,52.36,25.53,24.14,22.48,18.76,15.66,3.64,3.39,4.90,1.52,1.94,1.27,1.58,1.56,8.52,5.77,2.14,3.23,3.57,83.94,83.46,91.26,91.15,87.97,7.54,7.87,5.92,4.98,6.71,0.00,2.89,0.68,0.65,1.74,0.00,0.00,0.00,0.00,0.00,4.01,6.47,4.72,4.76,3.13,9.74,9.00,38.70,37.70,35.27,67.05,64.70,47.54,48.21,49.33,19.20,19.83,7.86,6.35,9.60,0.00,0.00,1.18,2.98,2.68,0.00,0.00,0.00,0.00,0.00,23.99,26.21,13.55,10.60,9.65,41.33,52.42,65.81,66.89,57.89,29.15,16.13,10.32,13.91,19.30,5.54,5.24,10.32,8.61,13.16,0.00,0.00,0.00,0.00,0.00,5.17,5.64,0.00,0.00,0.00,63.36,70.07,100.00,100.00,100.00,28.66,19.52,0.00,0.00,0.00,2.80,4.77,0.00,0.00,0.00,51510200900
1008,2011,Virginia,Alexandria,1400000US51510201100,"Census Tract 2011, Alexandria city, Virginia",3.34,3.66,3.02,1.86,2.43,31.48,29.05,45.71,44.13,43.25,52.87,56.56,42.45,42.81,45.05,10.78,9.71,4.69,6.37,6.51,1.54,1.02,4.13,4.82,2.75,19.50,20.57,9.43,5.29,7.33,80.50,74.16,88.34,91.85,91.02,0.00,5.26,2.23,2.86,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.32,23.67,28.82,22.66,22.49,63.83,68.87,65.07,67.29,64.50,7.84,7.46,6.11,10.05,13.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.62,32.34,33.10,15.67,18.39,50.60,41.32,54.48,70.90,70.85,26.79,26.35,6.90,7.46,7.17,0.00,0.00,5.52,5.97,3.59,0.00,0.00,0.00,0.00,0.00,11.40,6.38,15.48,12.18,16.22,70.18,79.33,58.73,57.20,66.02,13.16,10.64,8.33,10.70,7.34,5.26,3.65,17.46,19.93,10.42,51510201100
1009,3001,Virginia,Fairfax City,1400000US51600300100,"Census Tract 3001, Fairfax city, Virginia",9.89,9.11,7.07,5.43,3.88,30.39,29.19,32.51,32.17,31.85,40.85,43.57,44.50,44.67,48.51,10.71,10.75,9.83,11.50,10.42,8.16,7.38,6.09,6.22,5.34,16.76,14.64,9.88,4.78,7.14,69.46,68.24,74.19,77.22,77.73,6.22,11.71,8.27,9.57,11.13,5.14,3.38,5.65,6.15,3.99,2.43,2.03,2.02,2.28,0.00,5.17,8.11,8.33,8.05,5.34,25.31,13.92,16.81,18.10,16.79,59.02,65.14,64.72,59.77,67.79,3.92,7.03,6.81,8.48,7.79,6.57,5.81,3.33,5.60,2.29,14.38,3.42,3.13,3.87,0.00,6.35,13.25,20.14,28.39,26.57,43.81,45.30,51.74,36.13,37.61,26.09,24.36,12.50,20.00,19.40,9.36,13.68,12.50,11.61,16.42,9.01,8.33,0.04,3.10,1.13,24.09,24.38,19.60,12.64,8.80,38.99,38.96,47.44,61.42,68.40,14.73,16.67,17.59,15.52,14.45,13.17,11.67,10.91,7.32,7.22,51600300100
1010,3003,Virginia,Fairfax City,1400000US51600300300,"Census Tract 3003, Fairfax city, Virginia",6.04,5.73,4.63,5.98,9.95,27.04,27.43,24.98,24.50,23.55,45.92,45.09,47.01,48.31,46.59,13.78,15.24,16.98,16.91,17.21,7.22,6.51,6.41,4.29,2.69,16.33,12.43,14.53,11.88,22.41,76.89,81.17,77.66,78.25,64.41,6.77,6.40,7.81,9.87,13.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,1.84,0.00,0.00,0.00,20.10,15.18,17.98,15.74,14.88,66.78,70.71,71.35,72.74,73.41,9.47,10.89,8.15,9.77,11.71,1.16,1.38,2.53,1.75,0.00,0.00,0.00,0.00,0.00,0.00,10.38,9.66,10.03,11.30,12.14,45.19,35.96,44.41,32.20,34.29,32.50,36.85,37.25,43.50,41.43,11.92,17.53,8.31,12.99,12.14,6.27,8.30,0.05,11.95,15.36,3.14,3.07,2.11,6.05,6.56,60.59,60.47,49.68,43.04,39.53,13.33,18.05,28.41,30.66,32.26,16.67,10.11,14.61,8.30,6.28,51600300300
1011,3005,Virginia,Fairfax City,1400000US51600300500,"Census Tract 3005, Fairfax city, Virginia",4.48,7.35,4.01,4.47,5.80,30.81,29.13,34.01,37.78,33.10,41.08,38.87,35.91,31.15,32.00,11.65,13.59,13.87,12.07,12.08,11.99,11.06,12.19,14.53,17.02,16.05,18.97,4.58,4.87,5.04,68.15,67.49,86.26,84.67,82.25,14.07,8.13,3.82,3.65,7.91,1.73,5.42,5.34,4.62,2.40,0.00,0.00,0.00,2.19,2.40,0.00,5.65,7.23,7.64,11.96,25.41,16.73,14.45,20.94,4.60,65.45,70.16,69.46,64.78,73.93,5.28,7.46,8.86,6.65,9.51,3.86,0.00,0.00,0.00,0.00,0.00,0.00,2.41,4.00,3.02,10.99,15.58,20.48,25.78,22.84,39.72,32.61,34.94,28.00,22.84,31.91,32.61,32.53,35.56,35.34,17.38,19.20,9.64,6.67,15.95,0.00,0.00,0.00,0.00,2.33,5.51,6.40,4.68,5.33,3.67,38.60,33.60,30.77,25.67,27.00,16.91,18.00,16.72,12.00,10.33,38.97,42.00,47.83,57.00,56.67,51600300500
1012,1022,Virginia,Arlington,1400000US51013102200,"Census Tract 1022, Arlington County, Virginia",16.95,17.72,21.42,20.47,18.42,40.89,41.66,43.58,46.67,46.85,32.04,29.69,25.07,24.57,26.01,9.15,8.86,7.10,6.66,6.34,0.97,2.06,2.83,1.62,2.38,30.96,30.55,40.03,30.74,29.93,63.36,60.96,54.07,63.74,65.82,5.68,8.49,2.76,2.38,2.92,0.00,0.00,3.15,3.14,1.34,0.00,0.00,0.00,0.00,0.00,13.64,14.91,15.97,13.62,6.67,35.77,50.00,45.55,47.53,52.61,49.60,35.09,33.28,29.24,31.30,0.00,0.00,3.53,8.54,7.83,0.99,0.00,1.68,1.07,1.59,15.28,21.69,22.09,26.78,31.90,33.01,33.05,35.68,21.02,22.53,44.07,34.77,35.19,44.07,36.96,7.64,10.50,7.04,8.14,8.61,0.00,0.00,0.00,0.00,0.00,4.79,3.83,0.05,12.56,6.68,25.62,23.22,34.73,35.91,29.35,39.59,42.90,36.98,38.16,45.34,27.12,22.81,14.82,8.21,10.19,2.88,7.24,8.83,5.15,8.44,51013102200
1013,1024,Virginia,Arlington,1400000US51013102400,"Census Tract 1024, Arlington County, Virginia",7.92,9.46,8.54,9.23,8.80,40.09,41.35,47.54,47.72,47.26,41.25,37.59,35.14,32.04,30.62,7.46,8.08,6.98,8.06,8.08,3.28,3.51,1.81,2.95,5.24,11.75,14.27,14.17,14.46,17.85,70.32,66.43,71.66,74.14,74.16,17.93,19.30,14.17,11.41,7.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20,10.10,7.42,9.51,0.85,26.81,28.87,31.24,31.79,25.99,54.01,51.13,56.18,49.42,60.17,7.05,7.22,4.72,8.12,8.76,2.94,2.68,0.45,1.16,4.24,0.00,0.00,0.00,0.00,0.00,17.22,25.28,26.15,15.90,16.25,59.44,46.63,46.67,56.41,62.50,18.89,28.09,27.18,22.05,16.67,4.44,0.00,0.00,5.64,4.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.35,19.92,22.35,65.74,60.09,51.52,45.53,30.68,21.30,20.18,16.45,21.54,23.86,12.96,19.72,11.69,13.01,23.11,51013102400
1014,1026,Virginia,Arlington,1400000US51013102600,"Census Tract 1026, Arlington County, Virginia",9.97,12.87,12.20,11.86,10.56,27.18,30.87,32.13,36.01,39.31,41.52,35.66,34.82,31.30,30.30,15.90,15.90,14.55,13.60,12.64,5.44,4.71,6.31,7.24,7.19,14.83,17.46,8.33,3.45,0.00,81.82,78.84,87.78,93.60,95.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,3.70,3.89,2.96,4.33,8.44,8.14,8.32,8.92,7.64,22.67,35.55,35.76,39.44,36.70,54.67,42.83,44.28,37.79,43.10,10.22,9.85,9.36,8.69,6.40,4.00,3.64,2.29,5.16,6.16,15.86,12.55,22.62,17.93,23.67,12.78,10.12,11.90,14.48,21.22,39.65,35.22,31.35,36.55,34.69,31.72,42.11,34.13,23.45,15.10,0.00,0.00,0.00,7.59,5.31,4.88,17.83,0.12,17.11,11.15,8.54,9.44,7.97,5.70,18.24,51.22,47.90,44.20,40.35,30.41,22.87,13.64,15.22,22.37,28.04,12.50,11.19,20.65,14.47,12.16,51013102600
1015,1029.01,Virginia,Arlington,1400000US51013102901,"Census Tract 1029.01, Arlington County, Virginia",2.06,1.06,0.69,0.00,0.00,62.93,64.29,61.57,64.56,67.97,31.37,32.21,34.75,32.46,30.12,3.63,2.43,2.99,2.98,1.90,0.00,0.00,0.00,0.00,0.00,2.82,1.04,1.24,0.00,0.00,90.96,96.25,97.06,97.95,100.00,6.22,2.71,1.69,2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.26,1.68,0.00,0.00,0.00,16.12,15.11,20.26,23.59,22.50,76.83,78.66,78.45,70.56,71.23,5.79,4.56,1.29,5.85,6.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.56,20.25,12.63,19.38,38.69,68.35,70.89,72.11,65.12,61.31,17.09,8.86,15.26,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.88,17.65,15.63,10.11,0.00,61.19,73.53,64.06,89.89,100.00,14.93,8.82,20.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51013102901
1016,1033,Virginia,Arlington,1400000US51013103300,"Census Tract 1033, Arlington County, Virginia",15.82,12.57,14.70,11.63,8.85,47.89,43.99,53.60,59.76,63.97,31.02,36.25,25.23,21.01,17.97,4.04,7.01,6.38,7.41,8.75,1.23,0.18,0.09,0.19,0.47,32.21,29.06,25.97,21.27,19.25,61.89,62.95,67.40,70.78,76.53,5.05,7.51,5.89,6.96,3.29,0.84,0.48,0.74,0.99,0.94,0.00,0.00,0.00,0.00,0.00,3.62,2.05,0.61,1.48,1.00,44.14,37.34,43.47,48.15,51.67,45.42,55.75,48.94,42.22,38.00,4.48,4.86,6.99,8.15,9.33,2.35,0.00,0.00,0.00,0.00,11.36,6.54,9.94,7.98,5.65,36.36,37.25,36.65,46.63,45.76,52.27,41.83,31.68,13.50,13.56,0.00,14.38,21.74,31.90,35.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.32,14.18,24.49,57.69,73.10,66.04,60.28,59.18,40.77,23.98,19.81,24.11,14.29,0.00,0.00,2.83,1.42,2.04,1.54,2.92,51013103300
1017,1034.02,Virginia,Arlington,1400000US51013103402,"Census Tract 1034.02, Arlington County, Virginia",15.78,16.49,14.36,14.43,15.17,60.93,61.05,65.11,63.72,63.05,22.67,20.61,18.67,18.43,18.07,0.62,1.85,1.86,3.42,3.71,0.00,0.00,0.00,0.00,0.00,19.40,20.58,16.64,18.58,16.96,75.87,73.74,79.90,79.09,79.98,4.73,5.68,3.46,2.33,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,11.37,13.67,10.96,17.01,44.50,46.36,50.34,49.89,47.51,43.98,42.27,35.99,39.14,35.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,5.61,0.00,0.00,0.00,23.96,46.26,39.91,29.60,28.64,59.38,38.79,52.19,41.70,37.56,10.42,9.35,7.89,28.70,33.80,0.00,0.00,0.00,0.00,0.00,18.84,21.05,0.16,15.79,0.00,60.14,40.13,21.51,38.60,39.58,21.01,14.47,21.51,19.30,20.83,0.00,24.34,40.86,26.32,39.58,0.00,0.00,0.00,0.00,0.00,51013103402
1018,1036.02,Virginia,Arlington,1400000US51013103602,"Census Tract 1036.02, Arlington County, Virginia",25.41,20.06,14.78,19.16,16.67,53.64,53.39,55.97,52.40,54.92,17.38,23.02,21.79,21.41,21.90,3.57,3.53,7.46,7.04,6.51,0.00,0.00,0.00,0.00,0.00,31.75,32.62,24.21,32.79,30.35,68.25,67.38,75.79,67.21,67.34,0.00,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.69,13.60,10.87,10.47,0.00,46.22,50.42,51.09,46.51,47.89,28.01,32.58,34.42,39.53,46.32,3.08,3.40,3.62,3.49,5.79,0.00,0.00,0.00,0.00,0.00,37.04,5.88,0.00,0.00,0.00,18.52,9.80,19.15,23.47,23.40,18.52,70.59,43.62,41.84,44.68,25.93,13.73,37.23,34.69,31.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.35,28.00,0.00,0.00,0.00,32.43,48.00,66.67,0.00,0.00,16.22,24.00,33.33,100.00,0.00,0.00,0.00,0.00,0.00,0.00,51013103602
1019,1037,Virginia,Arlington,1400000US51013103700,"Census Tract 1037, Arlington County, Virginia",3.31,2.31,2.86,0.83,0.98,24.33,25.03,31.99,35.31,30.69,46.32,45.99,38.56,38.85,38.50,19.00,23.38,21.08,18.85,24.30,7.04,3.29,5.51,6.15,5.53,10.98,6.45,5.75,0.00,0.00,57.32,53.55,75.22,82.72,77.33,9.15,13.55,10.18,7.82,6.22,22.56,26.45,8.85,9.47,16.44,0.00,0.00,0.00,0.00,0.00,3.11,2.46,3.17,1.89,2.17,19.38,22.10,24.26,23.82,19.08,58.85,55.36,53.29,53.77,57.49,15.07,18.97,17.91,18.87,21.26,3.59,1.12,1.36,1.65,0.00,0.00,0.00,0.00,0.00,0.00,27.50,24.24,15.53,10.62,10.78,52.50,37.12,25.24,24.78,29.41,10.00,33.33,48.54,51.33,50.98,10.00,5.30,10.68,13.27,8.82,0.00,0.00,0.00,0.00,0.00,8.51,7.95,5.17,13.89,10.50,46.81,57.39,45.98,54.44,40.33,28.09,24.43,28.74,11.11,25.97,16.60,10.23,20.11,20.56,23.20,51013103700
1020,9801,Virginia,Arlington,1400000US51013980100,"Census Tract 9801, Arlington County, Virginia",0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51013980100
1021,1031,Virginia,Arlington,1400000US51013103100,"Census Tract 1031, Arlington County, Virginia",5.33,8.58,7.85,8.57,7.10,45.99,40.57,45.35,50.13,49.31,31.11,30.37,28.02,26.63,26.63,13.66,15.55,12.75,5.85,6.38,3.90,4.93,6.03,8.83,10.59,3.91,7.67,6.79,6.25,6.37,87.93,80.69,87.07,84.62,83.85,1.61,2.78,0.00,4.09,7.69,6.55,8.86,6.15,5.05,2.09,0.00,0.00,0.00,0.00,0.00,4.01,11.83,12.53,19.94,14.45,24.65,14.42,16.43,15.03,14.69,58.72,55.45,51.75,57.51,52.84,12.63,18.30,19.30,7.51,18.01,0.00,0.00,0.00,0.00,0.00,13.34,14.47,12.95,16.03,0.00,12.13,11.21,14.63,24.39,8.98,42.29,41.41,47.00,45.64,69.46,30.16,29.66,20.86,5.57,0.00,2.08,3.25,4.56,8.36,21.56,0.00,0.00,0.00,0.00,4.26,33.72,40.67,32.89,31.20,26.68,41.72,32.74,33.33,32.02,24.44,8.19,7.14,9.65,6.20,6.50,16.37,19.44,24.12,30.58,38.12,51013103100
